Date,Nature Code,Address,Call ID,First In Unit,Call Processing Time,Initial Response,Full Complement,Full Overwhelm?,Partial Overwhelm?,Has Response(s),Remarks,Level 1 Cause,Level 2 Cause,Custom Content,Region,Dispatch Rule,Response Plan,X Coordinate,Y Coordinate,Longitude,Latitude
01/21/2017 07:35:24,324,NORTHWEST BALTIMORE AVENUE/NORTHWEST 13TH STREET,2017-007848,E47,0,5.057467,5.057467,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6932842.558,432999.0786,-125.38868,44.74899
01/21/2017 07:41:29,300,8101 NEWPORT WAY NORTHWEST,2017-007849,M12,0,5.310533,5.310533,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6947168.686,433580.3551,-125.33377,44.75295
01/21/2017 07:47:42,736,8401 SOUTHEAST CLINTON STREET,2017-007850,E73,0,3.542833,3.542833,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6935733.267,413911.9458,-125.37314,44.69721
01/21/2017 07:50:05,321,4422 SOUTHEAST WOODSTOCK BOULEVARD,2017-007851,E27,0,2.120617,5.527933,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6942528.294,404385.2802,-125.34486,44.67224
01/21/2017 07:56:57,311,4805 NORTHEAST GLISAN STREET,2017-007852,M2,0,4.876517,4.876517,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6944743.894,422246.149,-125.34047,44.72151
01/21/2017 08:04:15,500,6301 SOUTHEAST BELMONT STREET,2017-007853,E52,0,1.698083,1.698083,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6938220.289,418581.8813,-125.36468,44.71041
01/21/2017 08:06:44,321,9001 BEACH BOULEVARD SOUTHEAST,2017-007854,M19,0,3.137867,3.137867,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6963870.263,420653.0151,-125.26665,44.72027
01/21/2017 08:08:05,311,SERVICE ROAD,2017-007855,M45,0,8.975483,8.975483,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6980972.927,451773.4859,-125.20794,44.80824
01/21/2017 08:08:45,111,1030 NORTHEAST COUCH STREET,2017-007856,BC11,0,3.731333,5.32465,N,N,Y,,Fire,Structure Fire,,Atlantis,Structure Fire Rule,First Alarm Response,6933613.893,421325.2416,-125.383,44.71716
01/21/2017 08:09:52,324,WEST 18TH AVENUE,2017-007857,E31,0,5.00655,5.00655,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6932576.135,397847.8865,-125.38153,44.6527
01/21/2017 08:10:10,311,2460 KOA AVENUE,2017-007858,M79,0,5.698583,5.698583,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6919942.281,418489.3366,-125.43484,44.70711
01/21/2017 08:11:23,600,SOUTHEAST 72ND AVENUE,2017-007859,E55,0,3.760267,3.760267,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6949997.419,408234.337,-125.31708,44.68401
01/21/2017 08:12:04,321,4202 SOUTHEAST 72ND AVENUE,2017-007860,E69,0,1.403333,5.212383,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6950476.672,413825.7092,-125.31653,44.6994
01/21/2017 08:12:45,321,4124 SOUTHEAST 82ND AVENUE,2017-007861,E42,0,4.51255,5.186217,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6952842.883,408832.8452,-125.3063,44.68611
01/21/2017 08:14:04,911,3564 SOUTHEAST POWELL BOULEVARD,2017-007862,E44,0,1.60865,1.60865,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6940335.827,411007.4071,-125.35481,44.69002
01/21/2017 08:19:00,324,BEAR MOUNTAIN DRIVE,2017-007863,E63,0,4.050267,4.050267,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6925648.176,404732.8892,-125.40971,44.6704
01/21/2017 08:19:10,321,4301 WAIOLA STREET,2017-007864,E79,0,3.69745,4.164683,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6918231.823,423617.52,-125.44261,44.72087
01/21/2017 08:24:12,321,1401 NORTHWEST MAJESTIC RIDGE DRIVE,2017-007865,E38,0,4.878117,5.51495,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6938157.198,441055.1284,-125.37013,44.77193
01/21/2017 08:29:38,322,SOUTHWEST PHILOMATH BOULEVARD/SOUTHWEST BLUEBERRY DRIVE,2017-007866,E53,0,4.900133,4.900133,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6945773.279,402284.7311,-125.33193,44.66703
01/21/2017 08:32:01,322,SERVICE ROAD,2017-007867,E61,0,3.537133,3.537133,N,N,Y,,MVA,MVA N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6902869.206,432191.9501,-125.50364,44.74175
01/21/2017 08:44:38,324,SECONDARY ROAD,2017-007868,E49,0,3.60665,3.60665,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6945376.902,417365.2394,-125.33692,44.70825
01/21/2017 08:57:24,311,2801 YOUNG STREET,2017-007869,M79,0,4.233517,4.233517,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6919407.866,423787.0065,-125.43813,44.72153
01/21/2017 09:00:47,311,4 YAWKEY WAY,2017-007870,M2,0,3.720867,3.720867,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6945092.413,417402.8738,-125.33802,44.70831
01/21/2017 09:11:13,300,1611 SOUTHEAST BELMONT STREET,2017-007871,M39,0,5.452867,5.452867,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6934964.265,418769.0416,-125.37722,44.71038
01/21/2017 09:12:00,311,UNKNOWN ADDRESS,2017-007872,M1,0,5.21375,5.21375,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6946975.169,434201.4291,-125.33465,44.75461
01/21/2017 09:12:01,700,901 NORTHWEST NEWPORT AVENUE,2017-007873,E1,0,4.122467,4.122467,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6937455.911,435502.9857,-125.37154,44.75661
01/21/2017 09:22:03,311,ALPINE AVENUE,2017-007874,M71,0,4.485733,4.485733,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6923762.085,423328.6797,-125.4213,44.721
01/21/2017 09:22:17,745,8905 SOUTHEAST HAWTHORNE BOULEVARD,2017-007875,E7,0,3.731867,3.731867,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6933853.038,417295.5569,-125.38115,44.70616
01/21/2017 09:23:40,611,8901 BELMONT ROAD,2017-007876,E75,0,5.080867,5.080867,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6942681.127,444191.8056,-125.35346,44.78126
01/21/2017 09:23:46,311,1045 NORTHEAST 3RD STREET,2017-007877,M1,0,2.2754,2.2754,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6940096.283,435459.0106,-125.36138,44.75693
01/21/2017 09:26:13,600,9601 SOUTHEAST SALMON STREET,2017-007878,E73,0,5.042367,5.042367,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6932079.747,418189.4483,-125.38816,44.70832
01/21/2017 09:26:49,311,1535 SOUTHEAST 9TH AVENUE,2017-007879,M39,0,5.5325,5.5325,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6932843.966,417110.1432,-125.38498,44.70549
01/21/2017 09:36:31,311,1235 GILLASPIE DRIVE,2017-007880,M63,0,4.749383,4.749383,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6929839.762,406552.0437,-125.39405,44.67608
01/21/2017 09:38:40,321,9201 PEARL STREET MALL,2017-007881,E6,0,2.916683,5.50715,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6922281.899,420822.6178,-125.4264,44.71389
01/21/2017 09:40:25,745,1001 VENETIAN WAY,2017-007882,E53,0,5.45595,5.45595,N,N,Y,,Fire,False Alarm,,Gramsham,Catchall Rule,Generic Response,6947090.988,391358.7386,-125.32437,44.63732
01/21/2017 09:40:33,311,1319 PUNAHOU STREET,2017-007883,M79,0,4.254417,4.254417,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6917760.666,425479.8677,-125.44486,44.72589
01/21/2017 09:48:11,322,SOUTHEAST SALMON STREET/SOUTHEAST 32ND AVENUE,2017-007884,E52,0,3.449283,3.449283,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6939310.414,417653.4292,-125.36028,44.70804
01/21/2017 09:48:48,311,2401 FRONT STREET NORTH,2017-007885,M12,0,4.1306,4.1306,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6953456.205,431918.3355,-125.30923,44.74942
01/21/2017 09:52:51,140,500 MANHATTAN DRIVE,2017-007886,E54,0,4.0444,4.0444,N,N,Y,,Fire,Outdoor Fire,,Atlantis,Catchall Rule,Generic Response,6930155.912,430791.9863,-125.39849,44.7425
01/21/2017 10:10:51,324,QUEEN STREET,2017-007887,E79,0,3.34645,3.34645,N,N,Y,,MVA,MVA N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6913306.798,424062.1351,-125.46163,44.72126
01/21/2017 10:12:29,611,8401 STYGLER ROAD,2017-007888,E13,0,4.116183,4.116183,N,N,Y,,Fire,Good Intent,,Gramsham,Catchall Rule,Generic Response,6936716.606,386850.2096,-125.36311,44.62327
01/21/2017 10:13:52,321,901 BASELINE ROAD,2017-007889,E47,0,4.3627,5.923283,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931925.139,431821.8531,-125.39193,44.74562
01/21/2017 10:15:46,500,9701 FRONT STREET NORTH,2017-007890,E12,0,3.477833,3.477833,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6953276.063,429569.5421,-125.30938,44.74296
01/21/2017 10:25:29,300,800 OCCIDENTAL AVENUE SOUTH,2017-007891,M2,0,2.00105,2.00105,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6943672.541,418175.7125,-125.34365,44.71019
01/21/2017 10:26:05,740,4140 SOUTHEAST 82ND AVENUE,2017-007892,E55,0,2.443033,2.443033,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6953496.448,408736.3685,-125.30377,44.68595
01/21/2017 10:36:05,300,801 WEST 7TH AVENUE,2017-007893,M3,0,5.52285,5.52285,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6932545.31,402109.2025,-125.38264,44.66437
01/21/2017 10:37:32,311,9301 NORTHEAST PACIFIC STREET,2017-007894,M23,0,5.405883,5.405883,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6937448.846,423216.8319,-125.36871,44.72297
01/21/2017 10:40:38,321,1901 COLUMBIA DRIVE,2017-007895,M78,0,3.757967,3.757967,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6995469.443,389720.1576,-125.13845,44.64061
01/21/2017 10:44:21,321,2901 COBURG ROAD,2017-007896,E41,0,4.0548,5.948867,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6935718.968,404758.7458,-125.37108,44.67214
01/21/2017 10:45:01,321,1701 NORTHEAST GLISAN STREET,2017-007897,M18,0,3.585683,3.585683,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6952731.544,421397.3959,-125.3096,44.7205
01/21/2017 10:48:10,700,4124 SOUTHEAST 82ND AVENUE,2017-007898,E42,0,4.51255,4.51255,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6952842.883,408832.8452,-125.3063,44.68611
01/21/2017 10:49:44,321,7801 LEVERMYRVEIEN,2017-007899,E81,0,3.262467,5.153617,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6967503.797,413867.6713,-125.25116,44.70228
01/21/2017 10:53:04,531,9001 EBBELSGATE,2017-007900,E30,0,3.811883,3.811883,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6966052.005,411698.7422,-125.25625,44.6961
01/21/2017 10:59:36,324,DEMERS AVENUE,2017-007901,E74,0,2.194483,2.194483,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6943499.451,451122.2118,-125.35192,44.80037
01/21/2017 10:59:55,300,8201 LILLERORE,2017-007902,M30,0,2.21175,2.21175,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6967561.986,411786.512,-125.25047,44.69659
01/21/2017 11:00:42,321,7701 VESTERLEDTUNNELEN,2017-007903,E81,0,4.9941,6.42425,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6967777.388,409410.384,-125.24911,44.69011
01/21/2017 11:02:09,622,5120 SOUTHEAST POWELL BOULEVARD,2017-007904,E32,0,3.837267,3.837267,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6944869.01,411002.6062,-125.3374,44.69075
01/21/2017 11:06:47,611,2701 NORTHEAST SANDY BOULEVARD,2017-007905,E60,0,3.51035,3.51035,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6945840.092,426969.2342,-125.33735,44.73463
01/21/2017 11:10:57,600,858 NORTHWEST WALL STREET,2017-007906,E38,0,4.266417,4.266417,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6937094.846,434907.4726,-125.37279,44.75492
01/21/2017 11:18:32,611,9601 SOUTHEAST 82ND AVENUE,2017-007907,E55,0,2.711267,2.711267,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6952513.325,407450.3002,-125.30725,44.68227
01/21/2017 11:21:36,600,SOUTHEAST MORRISON STREET,2017-007908,E7,0,2.334467,2.334467,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6931582.968,419193.4457,-125.39031,44.71098
01/21/2017 11:32:13,321,3239 SOUTHEAST HAWTHORNE BOULEVARD,2017-007909,E52,0,3.91385,3.9178,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6939360.281,416909.0604,-125.35991,44.70601
01/21/2017 11:37:08,321,901 BASELINE ROAD,2017-007910,E47,0,4.3627,5.923283,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931925.139,431821.8531,-125.39193,44.74562
01/21/2017 11:37:27,611,UNKNOWN ADDRESS,2017-007911,E2,0,3.091617,3.091617,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6944953.43,418372.9641,-125.33878,44.71094
01/21/2017 11:39:48,321,3903 NORTHEAST GLISAN STREET,2017-007912,E48,0,4.28465,4.635767,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6947532.069,421610.6344,-125.32962,44.72023
01/21/2017 11:43:38,321,1255 HILYARD,2017-007913,M3,0,3.818317,3.818317,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6935899.196,399977.6609,-125.36928,44.65908
01/21/2017 11:46:20,520,2802 SOUTHEAST 28TH PLACE,2017-007914,E39,0,2.746933,2.746933,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6937884.156,413419.7665,-125.36477,44.69622
01/21/2017 11:58:08,321,4104 SOUTHEAST 82ND AVENUE,2017-007915,E55,0,1.591017,5.17045,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6952849.322,408909.0126,-125.30629,44.68632
01/21/2017 12:00:21,300,5901 GREFSTADHEIA,2017-007916,M45,0,5.73085,5.73085,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6984412.182,422256.1378,-125.18811,44.72795
01/21/2017 12:05:29,311,NORTHEAST LAFAYETTE AVENUE/NORTHEAST 2ND STREET,2017-007917,M1,0,2.915417,2.915417,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6939832.146,435923.9768,-125.3625,44.75816
01/21/2017 12:08:38,311,150 SOUTH 4TH STREET,2017-007918,M32,0,3.8718,3.8718,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6956240.204,407602.9703,-125.29298,44.6833
01/21/2017 12:09:09,531,7801 EAST BURNSIDE STREET,2017-007919,E52,0,3.756383,3.756383,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6937035.305,421006.8598,-125.36979,44.71685
01/21/2017 12:13:22,554,816 SOUTHEAST 8TH AVENUE,2017-007920,E7,0,1.388683,1.388683,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6932832.503,419011.5841,-125.38547,44.71069
01/21/2017 12:14:52,300,2801 SOUTHEAST MORRISON STREET,2017-007921,M18,0,3.742017,3.742017,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6950065.47,418242.5329,-125.31912,44.71142
01/21/2017 12:14:52,353,UNKNOWN ADDRESS,2017-007922,E63,0,3.194383,3.194383,N,N,Y,,Rescue,Rescue N.O.S.,,Atlantis,Catchall Rule,Generic Response,6925914.74,405901.9353,-125.40896,44.67365
01/21/2017 12:20:32,321,4901 PARKLAND DRIVE,2017-007923,M13,0,2.09155,2.09155,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6939539.295,385091.7713,-125.35188,44.61893
01/21/2017 12:20:57,611,108 NORTHWEST SISEMORE STREET,2017-007924,E1,0,4.9175,4.9175,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6938034.743,432381.7027,-125.36859,44.74816
01/21/2017 12:21:44,321,208-220 CENTERTOWN PLAZA,2017-007925,M19,0,3.153367,3.153367,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6961354.298,422368.7047,-125.27671,44.72456
01/21/2017 12:32:19,311,6901 SIERRA DRIVE,2017-007926,M3,0,6.486767,6.486767,N,N,Y,,EMS,BLS,,Gramsham,EMS rule,BLS Response,6941443.468,384761.5084,-125.34451,44.61833
01/21/2017 12:37:50,510,6301 EAST 13TH AVENUE,2017-007927,E3,0,3.7337,3.7337,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6935647.508,399575.7983,-125.37015,44.65794
01/21/2017 12:52:25,321,4124 SOUTHEAST 82ND AVENUE,2017-007928,E55,0,1.658133,5.186217,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6952842.883,408832.8452,-125.3063,44.68611
01/21/2017 12:54:43,324,NORTHWEST LOCUST STREET,2017-007929,E12,0,4.3588,4.3588,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6950459.136,433640.0849,-125.32114,44.75365
01/21/2017 12:57:57,300,UNKNOWN ADDRESS,2017-007930,M2,0,3.294583,3.294583,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6943925.443,416914.4568,-125.34239,44.70678
01/21/2017 13:04:32,661,1211 SOUTHEAST STARK STREET,2017-007931,E7,0,3.214117,3.214117,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6933986.41,419915.8601,-125.38124,44.71336
01/21/2017 13:07:38,321,2701 SOUTHWEST MOUNT CEDAR DRIVE,2017-007932,M3,0,5.294117,5.294117,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6935753.422,394650.9527,-125.36861,44.64447
01/21/2017 13:08:18,311,1255 HILYARD,2017-007933,M39,0,6.352717,6.352717,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6936054.024,399966.7117,-125.36868,44.65908
01/21/2017 13:13:00,321,3701 SOUTHEAST DIVISION STREET,2017-007934,E39,0,3.2983,5.043967,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6940870.353,414081.9877,-125.35346,44.69852
01/21/2017 13:13:44,321,6701 KINCAID ST.,2017-007935,E31,0,5.480417,6.308267,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6936820.816,399861.8061,-125.36572,44.65892
01/21/2017 13:19:16,321,201 SOUTHEAST RHINE STREET,2017-007936,E55,0,3.052417,3.228983,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6953043.079,410252.8724,-125.30586,44.69003
01/21/2017 13:19:22,611,4101 SOUTHEAST GILHAM AVENUE,2017-007937,E18,0,2.664467,2.664467,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6950302.662,419542.1702,-125.3185,44.71502
01/21/2017 13:20:20,600,1288 QUEEN STREET,2017-007938,E79,0,3.139167,3.139167,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6913434.113,423652.1899,-125.46104,44.72016
01/21/2017 13:22:16,321,10001 LARRY LANE,2017-007939,E13,0,4.919483,6.0121,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6941941.76,389447.7428,-125.34367,44.63125
01/21/2017 13:24:41,311,UNKNOWN ADDRESS,2017-007940,M12,0,3.51875,3.51875,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6950057.699,428864.0196,-125.32158,44.74051
01/21/2017 13:29:15,311,310 WEST KAAHUMANU AVENUE,2017-007941,M80,0,4.912133,4.912133,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6902973.859,431290.6228,-125.50303,44.7393
01/21/2017 13:31:35,700,UNKNOWN ADDRESS,2017-007942,E10,0,2.992483,2.992483,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6948713.941,435135.5789,-125.32819,44.75746
01/21/2017 13:34:35,511,5101 SOUTHEAST 38TH AVENUE,2017-007943,E44,0,2.863033,2.863033,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6941243.461,411668.0272,-125.35147,44.69197
01/21/2017 13:38:59,353,4501 EAST 13TH AVENUE,2017-007944,E3,0,2.97235,2.97235,N,N,Y,,Rescue,Rescue N.O.S.,,Atlantis,Catchall Rule,Generic Response,6936877.472,399661.4149,-125.36545,44.65838
01/21/2017 13:39:19,321,5501 WALNUT STREET,2017-007945,E6,0,4.197317,4.965633,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6924817.267,420828.9582,-125.41667,44.71433
01/21/2017 13:45:59,311,7301 SOUTHWEST TECHNOLOGY LOOP,2017-007946,M32,0,5.463783,5.463783,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6945639.68,401646.6627,-125.3323,44.66526
01/21/2017 13:48:38,611,4040 SOUTHEAST 82ND AVENUE,2017-007947,E55,0,2.715467,2.715467,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6953884.018,408988.4895,-125.30234,44.68671
01/21/2017 13:54:41,321,564 NORTHEAST GREENWOOD AVENUE,2017-007948,M1,0,1.671133,1.671133,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6941466.047,435228.0097,-125.35606,44.75652
01/21/2017 14:00:00,743,UNKNOWN ADDRESS,2017-007949,E8,0,4.7547,4.7547,N,N,Y,,Fire,False Alarm,,Paradise Island,Catchall Rule,Generic Response,6922019.949,415757.6624,-125.42622,44.69998
01/21/2017 14:04:40,311,3501 WEST CENTRAL BOULEVARD,2017-007950,M78,0,2.392367,2.392367,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6995074.934,391192.787,-125.14029,44.64458
01/21/2017 14:09:17,321,9501 NORTHEAST HANCOCK STREET,2017-007951,E17,0,4.10745,5.195067,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6935703.128,425995.4832,-125.37606,44.73029
01/21/2017 14:25:15,611,8101 YOUNG STREET,2017-007952,E79,0,3.38245,3.38245,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6915022.998,425832.3987,-125.45545,44.72639
01/21/2017 14:27:32,321,3918 NORTHEAST HANCOCK STREET,2017-007953,M23,0,3.351533,3.351533,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6942381.691,425607.2331,-125.35032,44.73033
01/21/2017 14:34:15,321,3564 SOUTHEAST POWELL BOULEVARD,2017-007954,E44,0,1.60865,4.59965,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6940335.827,411007.4071,-125.35481,44.69002
01/21/2017 14:36:46,311,101 GREENBRIAR BOULEVARD,2017-007955,M63,0,5.44435,5.44435,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6931722.206,405499.9641,-125.38659,44.67351
01/21/2017 14:40:41,311,1165 13TH STREET,2017-007956,M71,0,5.82305,5.82305,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6923233.988,417623.0792,-125.42199,44.70529
01/21/2017 14:43:39,321,1030 NORTHEAST COUCH STREET,2017-007957,E17,0,3.731333,5.94645,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6933613.893,421325.2416,-125.383,44.71716
01/21/2017 14:43:39,600,9001 NORTHEAST RAVENWOOD DRIVE,2017-007958,E1,0,5.232817,5.232817,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6942905.277,440505.1965,-125.35175,44.77121
01/21/2017 14:43:49,324,SOUTHEAST ELLIOTT AVENUE/SOUTHEAST HAWTHORNE BOULEVARD,2017-007959,E52,0,4.34255,4.34255,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6935899.56,417048.5327,-125.37323,44.70582
01/21/2017 14:46:51,321,330 SOUTHEAST 6TH AVENUE,2017-007960,E7,0,2.586167,5.942533,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932423.075,420306.8996,-125.38734,44.71417
01/21/2017 14:49:46,321,2685 PEARL STREET,2017-007961,E71,0,3.005217,3.19425,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6927745.046,422003.7019,-125.4057,44.71804
01/21/2017 14:55:21,324,YALE CIRCLE/YALE ROAD,2017-007962,E4,0,2.5278,2.5278,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6929098.462,407578.2457,-125.39714,44.67877
01/21/2017 14:56:45,321,4201 NORTHWEST SONORA DRIVE,2017-007963,E38,0,2.80375,5.621133,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6935768.127,439326.4831,-125.37891,44.7668
01/21/2017 15:04:20,324,SOUTHEAST PINE STREET,2017-007964,E48,0,3.44285,3.44285,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6949211.928,419264.7542,-125.32263,44.71408
01/21/2017 15:05:09,321,2543 BROADWAY,2017-007965,E6,0,2.2543,5.109867,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6922039.411,423035.0327,-125.42785,44.71991
01/21/2017 15:07:43,322,SOUTHEAST 84TH AVENUE/SOUTHEAST LAFAYETTE STREET,2017-007966,E55,0,3.221267,3.221267,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6953439.223,410089.2492,-125.3043,44.68965
01/21/2017 15:12:03,611,1933 28TH STREET,2017-007967,E71,0,3.322617,3.322617,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6928009.482,421297.4644,-125.40452,44.71615
